[17:26:24] IP:124.20.22.79 | CRITICAL | SQL_Injection + XSS_Attack
[17:26:37] IP:66.197.125.148 | CRITICAL | SQL_Injection + XSS_Attack
[17:26:37] IP:85.99.3.56 | CRITICAL | SQL_Injection + XSS_Attack
[17:26:38] IP:143.86.42.1 | CRITICAL | Command_Injection
[17:26:38] IP:200.208.194.115 | HIGH | SQL_Injection
[17:26:38] IP:79.89.30.224 | CRITICAL | Log4Shell
[17:26:38] IP:88.12.109.229 | HIGH | SQL_Injection
[17:26:38] IP:187.71.165.37 | CRITICAL | Log4Shell
[17:26:38] IP:99.95.128.158 | HIGH | SQL_Injection
[17:26:38] IP:127.99.249.22 | HIGH | SQL_Injection
[17:26:38] IP:56.129.88.38 | HIGH | SQL_Injection
[17:26:38] IP:145.30.13.12 | MEDIUM | Brute_Force_Pattern
[17:26:38] IP:62.156.239.248 | HIGH | SQL_Injection
[17:26:38] IP:132.98.121.61 | HIGH | SQL_Injection
[17:26:38] IP:70.190.177.87 | CRITICAL | SQL_Injection + XSS_Attack
[17:26:38] IP:214.81.52.56 | CRITICAL | Command_Injection
[17:26:38] IP:76.248.72.17 | HIGH | XSS_Attack
[17:26:38] IP:177.238.101.109 | CRITICAL | Log4Shell
[17:26:38] IP:72.80.162.123 | HIGH | XSS_Attack
[17:26:38] IP:170.5.143.96 | CRITICAL | Command_Injection
[17:26:38] IP:20.79.232.121 | CRITICAL | Command_Injection
[17:26:38] IP:134.234.9.109 | CRITICAL | Command_Injection
[17:26:38] IP:122.34.231.203 | CRITICAL | Command_Injection
[17:26:38] IP:163.230.244.9 | HIGH | SQL_Injection
[17:26:38] IP:202.171.43.143 | HIGH | SQL_Injection
[17:26:38] IP:219.197.20.23 | HIGH | XSS_Attack
[17:26:38] IP:219.207.192.226 | CRITICAL | Command_Injection
[17:26:38] IP:94.156.171.218 | CRITICAL | Command_Injection
[17:26:38] IP:144.100.117.33 | CRITICAL | Command_Injection
[17:26:38] IP:106.230.119.169 | CRITICAL | Command_Injection
[17:26:38] IP:131.39.218.9 | HIGH | SQL_Injection
[17:26:38] IP:118.182.91.70 | CRITICAL | SQL_Injection + XSS_Attack
[17:26:38] IP:144.36.139.119 | CRITICAL | Command_Injection
[17:26:38] IP:97.234.208.100 | HIGH | SQL_Injection
[17:26:38] IP:156.136.80.206 | CRITICAL | Command_Injection
[17:26:38] IP:77.216.17.195 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:38] IP:209.18.105.192 | HIGH | XSS_Attack
[17:26:38] IP:145.132.46.59 | HIGH | SQL_Injection
[17:26:38] IP:169.245.182.117 | CRITICAL | SQL_Injection + XSS_Attack
[17:26:39] IP:94.225.215.182 | HIGH | SQL_Injection
[17:26:39] IP:148.237.237.41 | HIGH | SQL_Injection
[17:26:39] IP:189.117.211.167 | CRITICAL | Log4Shell
[17:26:39] IP:74.135.223.179 | CRITICAL | SQL_Injection + XSS_Attack
[17:26:39] IP:44.210.13.112 | HIGH | SQL_Injection
[17:26:39] IP:208.74.22.6 | CRITICAL | Command_Injection
[17:26:39] IP:11.205.221.250 | MEDIUM | Brute_Force_Pattern
[17:26:39] IP:134.212.47.69 | CRITICAL | Log4Shell
[17:26:39] IP:73.183.80.46 | HIGH | XSS_Attack
[17:26:39] IP:200.138.141.206 | CRITICAL | Command_Injection
[17:26:39] IP:160.30.86.240 | CRITICAL | SQL_Injection + XSS_Attack
[17:26:39] IP:72.86.7.75 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:39] IP:41.101.73.75 | HIGH | SQL_Injection
[17:26:39] IP:56.36.148.148 | MEDIUM | Brute_Force_Pattern
[17:26:39] IP:45.45.73.161 | HIGH | SQL_Injection
[17:26:39] IP:109.177.25.129 | HIGH | SQL_Injection
[17:26:39] IP:198.196.97.247 | HIGH | SQL_Injection
[17:26:39] IP:170.250.39.128 | CRITICAL | SQL_Injection + XSS_Attack
[17:26:39] IP:165.159.244.220 | HIGH | SQL_Injection
[17:26:39] IP:170.60.131.120 | CRITICAL | SQL_Injection + XSS_Attack
[17:26:39] IP:58.238.21.199 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:39] IP:163.121.213.239 | MEDIUM | Brute_Force_Pattern
[17:26:39] IP:74.47.132.189 | HIGH | SQL_Injection
[17:26:39] IP:200.200.54.243 | HIGH | SQL_Injection
[17:26:39] IP:83.187.83.242 | HIGH | SQL_Injection
[17:26:39] IP:156.165.76.137 | CRITICAL | Command_Injection
[17:26:39] IP:169.186.42.175 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:39] IP:121.150.98.191 | MEDIUM | Brute_Force_Pattern
[17:26:39] IP:39.55.78.238 | HIGH | XSS_Attack
[17:26:39] IP:47.92.190.79 | MEDIUM | Brute_Force_Pattern
[17:26:39] IP:27.121.223.118 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:39] IP:26.105.199.95 | CRITICAL | Command_Injection
[17:26:39] IP:176.191.241.5 | HIGH | SQL_Injection
[17:26:39] IP:188.100.159.100 | HIGH | SQL_Injection
[17:26:39] IP:208.162.55.151 | HIGH | SQL_Injection
[17:26:39] IP:85.21.106.136 | HIGH | SQL_Injection
[17:26:40] IP:62.42.67.57 | MEDIUM | Brute_Force_Pattern
[17:26:40] IP:45.74.160.144 | HIGH | SQL_Injection
[17:26:40] IP:220.106.189.85 | HIGH | SQL_Injection
[17:26:40] IP:77.212.45.102 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:40] IP:106.174.122.77 | HIGH | SQL_Injection
[17:26:40] IP:208.125.118.138 | CRITICAL | SQL_Injection + XSS_Attack
[17:26:40] IP:59.46.173.61 | HIGH | SQL_Injection
[17:26:40] IP:53.91.189.246 | HIGH | SQL_Injection
[17:26:40] IP:141.242.50.29 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:40] IP:99.66.82.64 | CRITICAL | Log4Shell
[17:26:40] IP:98.208.232.183 | CRITICAL | Command_Injection
[17:26:40] IP:55.240.85.80 | HIGH | SQL_Injection
[17:26:40] IP:178.36.204.52 | HIGH | XSS_Attack
[17:26:40] IP:192.135.120.59 | HIGH | SQL_Injection
[17:26:40] IP:74.123.32.25 | MEDIUM | Brute_Force_Pattern
[17:26:40] IP:42.76.127.60 | MEDIUM | Brute_Force_Pattern
[17:26:40] IP:124.211.50.90 | CRITICAL | Log4Shell
[17:26:40] IP:91.225.131.22 | CRITICAL | Command_Injection
[17:26:40] IP:115.86.7.224 | HIGH | SQL_Injection
[17:26:40] IP:116.124.128.26 | HIGH | SQL_Injection
[17:26:40] IP:219.248.12.225 | HIGH | SQL_Injection
[17:26:40] IP:82.205.20.246 | HIGH | SQL_Injection
[17:26:40] IP:140.58.69.26 | HIGH | XSS_Attack
[17:26:40] IP:163.171.238.5 | CRITICAL | Command_Injection
[17:26:40] IP:28.39.91.148 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:40] IP:219.214.232.18 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:40] IP:66.175.170.48 | CRITICAL | SQL_Injection + XSS_Attack
[17:26:40] IP:209.169.66.34 | HIGH | XSS_Attack
[17:26:40] IP:26.134.30.248 | HIGH | SQL_Injection
[17:26:40] IP:82.109.108.35 | HIGH | SQL_Injection
[17:26:40] IP:110.230.59.144 | HIGH | SQL_Injection
[17:26:40] IP:104.136.143.63 | HIGH | SQL_Injection
[17:26:40] IP:54.120.75.125 | HIGH | SQL_Injection
[17:26:40] IP:63.12.181.90 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:40] IP:136.223.41.246 | MEDIUM | Brute_Force_Pattern
[17:26:40] IP:64.98.201.59 | CRITICAL | Log4Shell
[17:26:41] IP:167.33.15.63 | MEDIUM | Brute_Force_Pattern
[17:26:41] IP:151.59.234.117 | CRITICAL | Command_Injection
[17:26:41] IP:123.74.72.29 | CRITICAL | SQL_Injection + XSS_Attack
[17:26:41] IP:80.36.237.221 | CRITICAL | Command_Injection
[17:26:41] IP:143.248.197.34 | MEDIUM | Brute_Force_Pattern
[17:26:41] IP:126.78.93.203 | HIGH | SQL_Injection
[17:26:41] IP:212.125.35.159 | CRITICAL | Command_Injection
[17:26:41] IP:104.191.68.231 | MEDIUM | Brute_Force_Pattern
[17:26:41] IP:163.112.152.177 | CRITICAL | Log4Shell
[17:26:41] IP:73.116.175.72 | CRITICAL | Command_Injection
[17:26:41] IP:110.192.188.97 | CRITICAL | Command_Injection
[17:26:41] IP:168.190.242.91 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:41] IP:116.98.145.205 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:41] IP:44.137.161.238 | CRITICAL | Log4Shell
[17:26:41] IP:56.74.33.62 | HIGH | SQL_Injection
[17:26:41] IP:143.201.112.241 | HIGH | SQL_Injection
[17:26:41] IP:79.246.63.95 | HIGH | XSS_Attack
[17:26:41] IP:47.242.247.220 | HIGH | SQL_Injection
[17:26:41] IP:33.232.149.242 | CRITICAL | Command_Injection
[17:26:41] IP:35.130.226.11 | CRITICAL | SQL_Injection + XSS_Attack
[17:26:41] IP:216.68.121.45 | CRITICAL | Command_Injection
[17:26:41] IP:73.159.240.67 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:41] IP:76.42.216.216 | MEDIUM | Brute_Force_Pattern
[17:26:41] IP:213.34.212.220 | MEDIUM | Brute_Force_Pattern
[17:26:41] IP:166.5.16.202 | HIGH | SQL_Injection
[17:26:41] IP:57.191.218.92 | HIGH | SQL_Injection
[17:26:41] IP:57.94.146.115 | CRITICAL | SQL_Injection + XSS_Attack
[17:26:41] IP:34.214.238.39 | CRITICAL | Command_Injection
[17:26:41] IP:75.27.145.211 | CRITICAL | Log4Shell
[17:26:41] IP:105.11.221.118 | HIGH | XSS_Attack
[17:26:41] IP:126.68.100.202 | CRITICAL | Command_Injection
[17:26:41] IP:133.225.184.101 | CRITICAL | Command_Injection
[17:26:41] IP:164.91.97.31 | CRITICAL | SQL_Injection + XSS_Attack
[17:26:41] IP:51.3.72.105 | CRITICAL | Command_Injection
[17:26:41] IP:121.61.32.154 | HIGH | SQL_Injection
[17:26:42] IP:71.12.195.113 | CRITICAL | Command_Injection
[17:26:42] IP:214.174.139.163 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:42] IP:49.51.168.1 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:42] IP:93.228.60.121 | HIGH | XSS_Attack
[17:26:42] IP:91.89.92.12 | CRITICAL | Command_Injection
[17:26:42] IP:192.158.113.86 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:42] IP:185.201.4.216 | HIGH | SQL_Injection
[17:26:42] IP:52.78.90.219 | CRITICAL | Command_Injection
[17:26:42] IP:186.146.222.61 | CRITICAL | SQL_Injection + XSS_Attack
[17:26:42] IP:87.38.118.241 | HIGH | SQL_Injection
[17:26:42] IP:81.27.108.69 | CRITICAL | Command_Injection
[17:26:42] IP:49.151.49.74 | HIGH | SQL_Injection
[17:26:42] IP:145.38.12.11 | CRITICAL | SQL_Injection + XSS_Attack
[17:26:42] IP:104.248.2.100 | HIGH | SQL_Injection
[17:26:42] IP:33.7.139.166 | CRITICAL | Command_Injection
[17:26:42] IP:40.215.75.218 | CRITICAL | SQL_Injection + XSS_Attack
[17:26:42] IP:18.140.160.90 | CRITICAL | Command_Injection
[17:26:42] IP:54.121.25.63 | HIGH | SQL_Injection
[17:26:42] IP:173.140.99.209 | CRITICAL | SQL_Injection + XSS_Attack
[17:26:42] IP:206.156.191.108 | CRITICAL | SQL_Injection + XSS_Attack
[17:26:42] IP:32.238.163.88 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:42] IP:70.30.207.243 | HIGH | SQL_Injection
[17:26:42] IP:155.145.189.64 | HIGH | SQL_Injection
[17:26:42] IP:64.146.143.50 | HIGH | SQL_Injection
[17:26:42] IP:82.133.38.159 | HIGH | SQL_Injection
[17:26:42] IP:24.166.236.233 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:42] IP:129.156.106.133 | CRITICAL | Command_Injection
[17:26:42] IP:170.7.94.149 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:42] IP:121.223.31.170 | HIGH | SQL_Injection
[17:26:42] IP:162.127.195.119 | CRITICAL | Command_Injection
[17:26:42] IP:205.237.152.93 | CRITICAL | Command_Injection
[17:26:42] IP:32.33.37.168 | HIGH | XSS_Attack
[17:26:42] IP:164.92.165.136 | HIGH | SQL_Injection
[17:26:42] IP:100.195.18.75 | HIGH | XSS_Attack
[17:26:42] IP:140.109.111.100 | MEDIUM | Brute_Force_Pattern
[17:26:42] IP:97.183.190.23 | HIGH | SQL_Injection
[17:26:42] IP:168.177.127.130 | HIGH | SQL_Injection
[17:26:42] IP:58.224.215.90 | CRITICAL | Log4Shell
[17:26:43] IP:160.238.139.167 | HIGH | SQL_Injection
[17:26:45] IP:135.2.231.19 | MEDIUM | Brute_Force_Pattern
[17:26:45] IP:153.16.169.13 | CRITICAL | Command_Injection
[17:26:45] IP:131.184.182.7 | HIGH | SQL_Injection
[17:26:45] IP:218.41.133.229 | CRITICAL | Command_Injection
[17:26:45] IP:72.62.234.226 | HIGH | SQL_Injection
[17:26:45] IP:133.186.55.216 | MEDIUM | Brute_Force_Pattern
[17:26:45] IP:162.27.111.242 | CRITICAL | Log4Shell
[17:26:45] IP:166.5.71.93 | HIGH | XSS_Attack
[17:26:45] IP:137.221.116.55 | MEDIUM | Brute_Force_Pattern
[17:26:45] IP:54.152.210.30 | CRITICAL | Log4Shell
[17:26:45] IP:130.100.193.14 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:45] IP:191.208.28.166 | CRITICAL | Command_Injection
[17:26:47] IP:21.61.183.60 | MEDIUM | Brute_Force_Pattern
[17:26:47] IP:78.145.7.210 | CRITICAL | Command_Injection
[17:26:47] IP:12.229.159.36 | CRITICAL | Command_Injection
[17:26:47] IP:183.190.135.157 | HIGH | SQL_Injection
[17:26:47] IP:21.33.209.63 | HIGH | SQL_Injection
[17:26:47] IP:13.56.101.7 | CRITICAL | SQL_Injection + XSS_Attack
[17:26:47] IP:61.107.10.213 | CRITICAL | Log4Shell
[17:26:47] IP:24.151.108.39 | MEDIUM | Brute_Force_Pattern
[17:26:47] IP:143.53.102.58 | HIGH | SQL_Injection
[17:26:47] IP:60.24.54.113 | HIGH | XSS_Attack
[17:26:47] IP:219.83.8.175 | CRITICAL | Command_Injection
[17:26:47] IP:139.228.159.116 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:48] IP:88.243.78.240 | CRITICAL | Command_Injection
[17:26:48] IP:62.69.109.140 | CRITICAL | Command_Injection
[17:26:48] IP:160.55.248.96 | CRITICAL | Command_Injection
[17:26:48] IP:107.207.53.132 | CRITICAL | Log4Shell
[17:26:48] IP:15.51.184.233 | CRITICAL | SQL_Injection + XSS_Attack
[17:26:48] IP:201.196.129.161 | HIGH | XSS_Attack
[17:26:48] IP:122.152.109.243 | HIGH | SQL_Injection
[17:26:48] IP:43.59.164.183 | HIGH | XSS_Attack
[17:26:48] IP:86.16.99.238 | HIGH | XSS_Attack
[17:26:48] IP:99.218.112.92 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:48] IP:219.204.153.64 | CRITICAL | Command_Injection
[17:26:48] IP:84.44.146.38 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:48] IP:81.225.37.97 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:48] IP:38.113.13.134 | CRITICAL | Command_Injection
[17:26:48] IP:184.99.133.125 | HIGH | SQL_Injection
[17:26:49] IP:80.169.65.24 | CRITICAL | Command_Injection
[17:26:49] IP:35.22.48.59 | MEDIUM | Brute_Force_Pattern
[17:26:49] IP:92.166.67.228 | HIGH | SQL_Injection
[17:26:49] IP:131.142.1.146 | CRITICAL | Command_Injection
[17:26:49] IP:196.137.236.238 | MEDIUM | Brute_Force_Pattern
[17:26:49] IP:153.68.100.218 | HIGH | SQL_Injection
[17:26:49] IP:192.95.240.159 | HIGH | SQL_Injection
[17:26:49] IP:160.87.119.92 | HIGH | SQL_Injection
[17:26:49] IP:42.119.64.140 | HIGH | SQL_Injection
[17:26:49] IP:128.149.125.17 | MEDIUM | Brute_Force_Pattern
[17:26:49] IP:114.48.12.37 | HIGH | XSS_Attack
[17:26:49] IP:56.159.157.135 | HIGH | SQL_Injection
[17:26:49] IP:176.152.55.248 | CRITICAL | Command_Injection
[17:26:49] IP:154.86.207.171 | CRITICAL | Log4Shell
[17:26:49] IP:43.170.217.88 | MEDIUM | Brute_Force_Pattern
[17:26:49] IP:27.171.244.117 | CRITICAL | Log4Shell
[17:26:49] IP:50.167.174.38 | HIGH | SQL_Injection
[17:26:49] IP:78.36.213.212 | HIGH | XSS_Attack
[17:26:49] IP:70.158.158.30 | HIGH | SQL_Injection
[17:26:49] IP:49.143.234.59 | CRITICAL | Command_Injection
[17:26:49] IP:76.160.166.51 | CRITICAL | Command_Injection
[17:26:49] IP:186.91.6.105 | CRITICAL | Log4Shell
[17:26:49] IP:119.20.8.49 | HIGH | SQL_Injection
[17:26:49] IP:83.193.233.93 | HIGH | SQL_Injection
[17:26:49] IP:113.239.151.113 | HIGH | SQL_Injection
[17:26:49] IP:159.66.222.28 | HIGH | XSS_Attack
[17:26:49] IP:213.249.81.1 | CRITICAL | Log4Shell
[17:26:49] IP:54.119.226.148 | MEDIUM | Brute_Force_Pattern
[17:26:49] IP:99.237.99.80 | HIGH | SQL_Injection
[17:26:50] IP:25.2.60.160 | CRITICAL | SQL_Injection + XSS_Attack
[17:26:50] IP:203.232.79.34 | CRITICAL | Command_Injection
[17:26:50] IP:55.105.75.186 | HIGH | SQL_Injection
[17:26:50] IP:166.212.131.116 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:50] IP:175.157.242.183 | MEDIUM | Brute_Force_Pattern
[17:26:50] IP:146.226.104.76 | CRITICAL | Log4Shell
[17:26:50] IP:49.4.10.91 | CRITICAL | SQL_Injection + XSS_Attack
[17:26:50] IP:191.80.39.74 | HIGH | SQL_Injection
[17:26:50] IP:38.46.215.32 | CRITICAL | Command_Injection
[17:26:50] IP:61.10.93.244 | HIGH | SQL_Injection
[17:26:50] IP:88.176.237.222 | HIGH | SQL_Injection
[17:26:50] IP:131.86.24.112 | CRITICAL | Command_Injection
[17:26:50] IP:27.231.181.18 | HIGH | SQL_Injection
[17:26:50] IP:101.124.49.95 | HIGH | XSS_Attack
[17:26:50] IP:135.141.181.173 | CRITICAL | Log4Shell
[17:26:50] IP:45.106.220.94 | CRITICAL | Log4Shell
[17:26:50] IP:27.102.118.80 | HIGH | SQL_Injection
[17:26:50] IP:166.102.197.199 | MEDIUM | Brute_Force_Pattern
[17:26:50] IP:88.159.161.11 | CRITICAL | SQL_Injection + XSS_Attack
[17:26:50] IP:172.70.193.117 | HIGH | SQL_Injection
[17:26:50] IP:151.196.211.24 | CRITICAL | SQL_Injection + XSS_Attack
[17:26:50] IP:196.123.47.147 | CRITICAL | Log4Shell
[17:26:50] IP:21.233.178.111 | MEDIUM | Brute_Force_Pattern
[17:26:50] IP:162.237.18.66 | CRITICAL | Command_Injection
[17:26:50] IP:90.214.63.14 | HIGH | SQL_Injection
[17:26:50] IP:135.8.225.141 | HIGH | XSS_Attack
[17:26:50] IP:35.6.65.37 | HIGH | SQL_Injection
[17:26:50] IP:53.20.173.122 | CRITICAL | Command_Injection
[17:26:50] IP:13.247.71.239 | CRITICAL | Command_Injection
[17:26:50] IP:168.198.154.142 | CRITICAL | Command_Injection
[17:26:51] IP:116.218.240.24 | HIGH | SQL_Injection
[17:26:51] IP:172.244.150.103 | CRITICAL | SQL_Injection + XSS_Attack
[17:26:51] IP:149.190.169.18 | CRITICAL | Command_Injection
[17:26:51] IP:186.25.217.126 | HIGH | XSS_Attack
[17:26:51] IP:209.27.5.52 | CRITICAL | Command_Injection
[17:26:51] IP:82.191.213.80 | HIGH | SQL_Injection
[17:26:51] IP:51.241.239.115 | CRITICAL | Log4Shell
[17:26:51] IP:217.167.97.6 | HIGH | SQL_Injection
[17:26:53] IP:152.108.115.5 | HIGH | SQL_Injection
[17:26:53] IP:126.90.59.10 | HIGH | SQL_Injection
[17:26:53] IP:159.152.201.115 | CRITICAL | Log4Shell
[17:26:53] IP:128.149.236.190 | CRITICAL | Command_Injection
[17:26:53] IP:126.116.134.38 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:53] IP:39.203.99.181 | HIGH | SQL_Injection
[17:26:53] IP:44.176.22.199 | CRITICAL | Log4Shell
[17:26:53] IP:181.248.166.156 | HIGH | XSS_Attack
[17:26:53] IP:44.149.152.244 | CRITICAL | Log4Shell
[17:26:53] IP:84.77.71.144 | HIGH | SQL_Injection
[17:26:53] IP:71.80.18.73 | HIGH | SQL_Injection
[17:26:53] IP:155.128.8.247 | HIGH | SQL_Injection
[17:26:53] IP:160.47.95.224 | HIGH | SQL_Injection
[17:26:53] IP:43.99.120.12 | CRITICAL | Command_Injection
[17:26:53] IP:24.12.224.97 | HIGH | SQL_Injection
[17:26:53] IP:146.87.229.129 | HIGH | SQL_Injection
[17:26:53] IP:139.173.171.183 | HIGH | SQL_Injection
[17:26:53] IP:206.209.26.70 | HIGH | SQL_Injection
[17:26:53] IP:212.128.95.242 | CRITICAL | Command_Injection
[17:26:53] IP:169.239.81.225 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:53] IP:72.67.205.162 | HIGH | SQL_Injection
[17:26:53] IP:102.212.202.232 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:53] IP:170.215.18.228 | CRITICAL | Log4Shell
[17:26:53] IP:187.101.221.243 | HIGH | SQL_Injection
[17:26:53] IP:148.200.206.32 | CRITICAL | Command_Injection
[17:26:53] IP:157.210.81.96 | CRITICAL | Log4Shell
[17:26:53] IP:159.26.46.227 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:53] IP:90.211.86.189 | HIGH | SQL_Injection
[17:26:53] IP:190.171.138.239 | CRITICAL | Command_Injection
[17:26:53] IP:177.44.108.196 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:53] IP:69.241.195.178 | CRITICAL | Command_Injection
[17:26:53] IP:81.176.152.139 | CRITICAL | Command_Injection
[17:26:53] IP:14.47.96.211 | HIGH | SQL_Injection
[17:26:54] IP:40.68.48.76 | HIGH | XSS_Attack
[17:26:54] IP:175.189.95.100 | HIGH | XSS_Attack
[17:26:54] IP:141.228.236.90 | CRITICAL | Command_Injection
[17:26:54] IP:127.19.197.30 | CRITICAL | Log4Shell
[17:26:54] IP:193.79.139.224 | HIGH | SQL_Injection
[17:26:54] IP:101.137.99.249 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:54] IP:15.189.119.21 | HIGH | SQL_Injection
[17:26:54] IP:150.19.207.7 | CRITICAL | Command_Injection
[17:26:54] IP:161.241.55.98 | CRITICAL | Log4Shell
[17:26:54] IP:123.235.96.22 | CRITICAL | Command_Injection
[17:26:54] IP:154.88.237.30 | CRITICAL | Command_Injection
[17:26:54] IP:84.243.107.49 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:54] IP:68.95.207.53 | CRITICAL | Command_Injection
[17:26:54] IP:39.188.200.88 | HIGH | SQL_Injection
[17:26:54] IP:218.243.235.248 | CRITICAL | Log4Shell
[17:26:54] IP:131.137.94.205 | HIGH | SQL_Injection
[17:26:54] IP:125.44.116.174 | HIGH | SQL_Injection
[17:26:54] IP:96.233.153.113 | CRITICAL | Command_Injection
[17:26:54] IP:65.15.85.133 | HIGH | XSS_Attack
[17:26:54] IP:110.151.68.32 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:54] IP:16.71.5.82 | MEDIUM | Brute_Force_Pattern
[17:26:54] IP:199.74.109.129 | CRITICAL | Command_Injection
[17:26:54] IP:87.123.17.125 | CRITICAL | Command_Injection
[17:26:54] IP:102.69.92.128 | HIGH | SQL_Injection
[17:26:54] IP:58.201.154.91 | CRITICAL | Command_Injection
[17:26:54] IP:38.23.5.107 | MEDIUM | Brute_Force_Pattern
[17:26:54] IP:171.237.29.115 | CRITICAL | Log4Shell
[17:26:54] IP:101.194.211.218 | HIGH | XSS_Attack
[17:26:54] IP:69.81.82.213 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:55] IP:185.56.198.210 | CRITICAL | SQL_Injection + XSS_Attack
[17:26:55] IP:43.103.178.105 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:55] IP:111.233.44.184 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:26:55] IP:44.73.165.84 | CRITICAL | Command_Injection
[17:26:55] IP:72.206.103.66 | CRITICAL | Command_Injection
[17:26:55] IP:117.93.125.13 | CRITICAL | SQL_Injection + XSS_Attack
[17:26:55] IP:199.30.132.42 | HIGH | XSS_Attack
[17:26:55] IP:160.75.159.80 | HIGH | SQL_Injection
[17:26:55] IP:157.136.40.43 | CRITICAL | Command_Injection
[17:26:55] IP:184.28.60.6 | CRITICAL | Log4Shell
[17:26:55] IP:49.228.122.232 | HIGH | SQL_Injection
[17:26:55] IP:142.156.20.250 | HIGH | SQL_Injection
[17:26:55] IP:45.192.33.109 | CRITICAL | SQL_Injection + XSS_Attack
[17:26:55] IP:97.203.125.181 | MEDIUM | Brute_Force_Pattern
[17:26:55] IP:58.247.7.103 | CRITICAL | SQL_Injection + XSS_Attack
